customer_id,tenure_months,monthly_charge,support_tickets,contract_type,age,days_since_last_cancellation_request,churned
C01243,35,92.0,2,one-year,59,25,1
C01244,63,79.37,2,two-year,62,-1,0
C01245,70,63.29,1,one-year,59,-1,0
C01246,62,26.22,2,month-to-month,52,-1,0
C01247,34,38.55,1,month-to-month,50,-1,0
C01248,24,90.66,0,two-year,79,-1,0
C01249,70,49.2,0,month-to-month,50,-1,0
C01250,18,51.01,4,two-year,61,4,1
C01251,30,61.69,1,month-to-month,43,12,1
C01252,6,43.76,3,month-to-month,20,-1,0
C01253,57,40.46,1,one-year,39,-1,0
C01254,47,63.99,0,two-year,62,-1,0
C01255,7,47.17,2,two-year,57,26,1
C01256,16,50.18,1,month-to-month,61,-1,0
C01257,40,49.38,2,month-to-month,64,1,1
C01258,39,75.45,1,one-year,31,15,1
C01259,57,60.36,0,two-year,68,-1,0
C01260,19,61.43,0,month-to-month,62,-1,0
C01261,66,76.94,2,one-year,37,-1,0
C01262,32,62.16,2,month-to-month,49,14,1
C01263,59,59.43,0,one-year,71,23,1
C01264,17,74.41,1,month-to-month,28,-1,0
C01265,3,,3,two-year,36,7,1
C01266,4,62.06,2,month-to-month,29,4,1
C01267,27,66.61,1,one-year,36,-1,0
C01268,68,49.36,1,one-year,30,-1,0
C01269,4,47.79,2,month-to-month,67,16,1
C01270,27,80.38,3,month-to-month,79,-1,0
C01271,8,73.9,1,one-year,78,13,1
C01272,67,74.11,2,one-year,40,-1,0
C01273,48,70.62,2,one-year,75,-1,0
C01274,55,65.92,2,one-year,23,-1,0
C01275,51,78.93,2,month-to-month,24,-1,0
C01276,47,83.7,3,two-year,38,26,1
C01277,55,,2,month-to-month,35,-1,0
C01278,1,62.98,1,one-year,74,13,1
C01279,62,92.74,0,two-year,65,-1,0
C01280,53,69.57,0,two-year,64,-1,0
C01281,53,77.65,3,month-to-month,67,-1,0
C01282,28,70.64,1,month-to-month,62,-1,0
C01283,57,69.94,2,one-year,49,-1,0
C01284,28,50.28,1,month-to-month,21,24,1
C01285,4,79.03,1,one-year,18,-1,0
C01286,65,121.91,4,month-to-month,78,11,1
C01287,17,57.5,2,month-to-month,49,29,1
C01288,8,66.42,0,month-to-month,77,7,1
C01289,45,56.08,1,one-year,19,-1,0
C01290,17,55.24,4,one-year,57,-1,0
C01291,61,95.89,1,month-to-month,35,16,1
C01292,32,51.54,0,month-to-month,40,20,1
C01293,1,55.52,0,month-to-month,58,1,1
C01294,68,33.25,1,one-year,48,13,1
C01295,37,49.85,1,one-year,26,-1,0
C01296,19,30.83,0,two-year,79,-1,0
C01297,49,,1,two-year,62,14,1
C01298,38,120.99,4,month-to-month,40,3,1
C01299,3,57.67,4,two-year,56,-1,0
C01300,54,31.66,1,month-to-month,27,-1,0
C01301,29,83.0,3,one-year,44,1,1
C01302,50,50.46,1,month-to-month,44,-1,0
C01303,64,90.99,3,one-year,41,-1,0
C01304,44,59.36,1,one-year,47,6,1
C01305,48,52.36,2,month-to-month,74,-1,0
C01306,19,61.44,0,two-year,18,-1,0
C01307,17,80.16,2,two-year,52,17,1
C01308,30,60.45,4,two-year,76,14,1
C01309,61,55.07,5,month-to-month,73,-1,0
C01310,38,61.02,2,two-year,73,-1,0
C01311,25,39.56,5,one-year,43,-1,0
C01312,56,72.94,1,one-year,53,-1,0
C01313,61,29.27,0,month-to-month,54,-1,0
C01314,65,56.12,3,two-year,69,-1,0
C01315,22,80.19,3,one-year,77,-1,0
C01316,51,71.06,3,one-year,33,-1,0
C01317,42,76.81,1,two-year,25,-1,0
C01318,32,63.7,1,month-to-month,34,-1,0
C01319,29,88.39,2,one-year,34,27,1
C01320,9,83.49,1,month-to-month,36,11,1
C01321,20,73.92,0,month-to-month,74,12,1
C01322,40,83.55,1,month-to-month,31,-1,0
C01323,63,80.01,0,month-to-month,44,9,1
C01324,62,56.21,3,month-to-month,40,-1,0
C01325,14,38.12,2,month-to-month,34,-1,0
C01326,49,73.41,3,month-to-month,30,-1,0
C01327,7,75.92,3,one-year,79,-1,0
C01328,48,86.81,3,month-to-month,56,27,1
C01329,25,46.27,2,month-to-month,24,-1,0
C01330,32,46.87,4,month-to-month,58,-1,0
C01331,51,74.2,3,month-to-month,55,-1,0
C01332,31,63.58,0,month-to-month,40,14,1
C01333,58,27.28,4,two-year,66,-1,0
C01334,38,72.5,1,one-year,67,3,1
C01335,71,27.95,0,month-to-month,66,-1,0
C01336,46,46.09,3,month-to-month,57,-1,0
C01337,22,92.03,2,month-to-month,45,-1,0
C01338,56,101.5,3,one-year,30,-1,0
C01339,29,40.69,3,two-year,20,-1,0
C01340,38,58.41,1,month-to-month,74,16,1
C01341,10,65.85,3,month-to-month,70,-1,0
C01342,9,100.62,1,one-year,30,25,1
C01343,41,55.14,0,month-to-month,67,17,1
C01344,14,55.46,2,month-to-month,20,-1,0
C01345,71,95.97,2,one-year,32,-1,0
C01346,61,57.5,2,one-year,27,-1,0
C01347,50,79.44,2,month-to-month,39,9,1
C01348,53,35.46,1,two-year,37,-1,0
C01349,43,61.58,2,month-to-month,49,-1,0
C01350,5,31.81,1,month-to-month,46,-1,0
C01351,28,43.89,1,one-year,25,-1,0
C01352,36,81.78,3,one-year,27,-1,0
C01353,65,64.0,0,one-year,68,-1,0
C01354,16,58.62,1,one-year,51,3,1
C01355,36,50.03,3,one-year,75,9,1
C01356,25,60.59,1,two-year,26,-1,0
C01357,10,71.02,4,one-year,37,-1,0
C01358,8,84.66,1,month-to-month,27,-1,0
C01359,26,15.0,2,one-year,75,12,1
C01360,6,48.36,1,month-to-month,27,-1,0
C01361,5,68.18,1,one-year,67,-1,0
C01362,25,63.02,2,month-to-month,29,18,1
C01363,15,73.07,3,month-to-month,63,1,1
C01364,40,70.35,2,one-year,46,4,1
C01365,2,58.9,1,one-year,78,6,1
C01366,22,54.46,1,month-to-month,22,0,1
C01367,33,60.09,2,month-to-month,38,-1,0
C01368,69,87.97,0,two-year,62,-1,0
C01369,46,50.36,1,two-year,74,-1,0
C01370,63,63.74,4,month-to-month,51,9,1
C01371,25,68.67,2,month-to-month,24,-1,0
C01372,32,96.21,0,month-to-month,57,9,1
C01373,30,58.99,0,month-to-month,47,0,1
C01374,64,84.18,1,month-to-month,66,-1,0
C01375,69,89.64,1,two-year,52,-1,0
C01376,69,63.72,6,month-to-month,73,6,1
C01377,54,60.79,1,month-to-month,25,19,1
C01378,36,58.42,1,month-to-month,56,-1,0
C01379,39,59.88,0,month-to-month,63,-1,0
C01380,70,82.08,1,month-to-month,43,-1,0
C01381,21,69.62,0,month-to-month,47,22,1
C01382,25,69.71,0,month-to-month,61,-1,0
C01383,64,42.5,1,one-year,46,-1,0
C01384,28,45.65,0,month-to-month,42,-1,0
C01385,17,107.87,1,one-year,54,-1,0
C01386,40,61.44,0,two-year,67,-1,0
C01387,24,49.5,0,month-to-month,26,26,1
C01388,64,93.62,2,month-to-month,72,-1,0
C01389,65,70.64,1,two-year,30,-1,0
C01390,22,76.56,1,month-to-month,24,29,1
C01391,38,62.24,3,month-to-month,29,26,1
C01392,70,58.63,3,two-year,22,-1,0
C01393,53,61.61,4,one-year,77,-1,0
C01394,16,37.35,3,two-year,36,-1,0
C01395,42,63.24,1,month-to-month,65,-1,0
C01396,45,70.92,2,month-to-month,29,-1,0
C01397,47,102.01,2,month-to-month,50,8,1
C01398,2,66.72,0,month-to-month,44,29,1
C01399,22,18.32,1,month-to-month,58,16,1
C01400,61,63.12,0,month-to-month,79,-1,0
C01401,18,119.79,3,month-to-month,unknown,-1,0
C01402,22,82.33,0,month-to-month,61,14,1
C01403,23,48.78,0,month-to-month,34,-1,0
C01404,13,76.82,0,month-to-month,25,-1,0
C01405,12,50.16,0,one-year,23,16,1
C01406,25,,1,month-to-month,36,23,1
C01407,63,58.03,1,one-year,52,-1,0
C01408,1,66.83,0,month-to-month,21,-1,0
C01409,21,27.56,0,month-to-month,34,18,1
C01410,5,42.02,3,two-year,57,0,1
C01411,40,65.21,2,two-year,72,-1,0
C01412,18,56.84,0,month-to-month,79,-1,0
C01413,57,72.9,0,month-to-month,32,-1,0
C01414,42,40.71,0,two-year,24,10,1
C01415,56,79.28,2,month-to-month,53,26,1
C01416,46,41.32,2,month-to-month,76,-1,0
C01417,32,97.85,0,month-to-month,44,-1,0
C01418,62,30.68,1,month-to-month,74,-1,0
C01419,34,43.15,1,one-year,64,-1,0
C01420,68,73.35,3,one-year,73,-1,0
C01421,71,98.28,1,month-to-month,76,-1,0
C01422,42,71.3,3,month-to-month,24,-1,0
C01423,48,76.26,2,month-to-month,43,-1,0
C01424,19,65.35,1,one-year,21,11,1
C01425,58,44.47,3,two-year,20,-1,0
C01426,48,55.2,1,month-to-month,47,-1,0
C01427,65,40.76,1,one-year,59,5,1
C01428,19,39.43,2,month-to-month,72,16,1
C01429,56,,0,one-year,26,-1,0
C01430,34,42.54,1,month-to-month,20,-1,0
C01431,14,71.39,1,month-to-month,24,18,1
C01432,13,38.96,1,month-to-month,75,23,1
C01433,40,70.93,3,two-year,59,-1,0
C01434,23,55.23,0,month-to-month,47,-1,0
C01435,8,93.13,0,month-to-month,24,1,1
C01436,31,71.47,2,two-year,40,-1,0
C01437,47,89.72,0,one-year,25,8,1
C01438,23,49.89,1,month-to-month,19,0,1
C01439,68,66.12,1,month-to-month,45,-1,0
C01440,56,45.38,0,two-year,49,-1,0
C01441,37,56.73,1,month-to-month,46,-1,0
C01442,67,59.76,0,month-to-month,72,-1,0
C01443,31,50.48,1,month-to-month,74,-1,0
C01444,10,40.69,0,month-to-month,25,26,1
C01445,3,36.73,2,one-year,35,17,1
C01446,67,18.21,3,two-year,49,20,1
C01447,69,43.87,1,month-to-month,42,-1,0
C01448,53,77.55,2,two-year,45,7,1
C01449,8,33.03,3,one-year,61,3,1
C01450,21,37.64,3,one-year,29,-1,0
C01451,3,100.82,5,month-to-month,69,19,1
C01452,4,52.27,1,month-to-month,34,-1,0
C01453,18,71.42,1,one-year,39,-1,0
C01454,41,77.85,2,one-year,31,21,1
C01455,5,,0,month-to-month,57,-1,0
C01456,70,,0,month-to-month,61,3,1
C01457,33,60.38,1,month-to-month,56,-1,0
C01458,19,32.64,1,month-to-month,48,-1,0
C01459,37,113.93,1,month-to-month,36,-1,0
C01460,57,33.1,2,month-to-month,60,-1,0
C01461,23,44.04,2,month-to-month,25,20,1
C01462,4,,4,two-year,37,25,1
C01463,4,35.07,1,two-year,60,-1,0
C01464,61,92.05,0,month-to-month,60,-1,0
C01465,8,113.45,1,month-to-month,34,-1,0
C01466,46,55.49,1,month-to-month,39,-1,0
C01467,28,38.59,1,month-to-month,37,-1,0
C01468,56,20.26,1,two-year,72,-1,0
C01469,5,60.12,3,month-to-month,53,18,1
C01470,64,58.67,2,two-year,25,-1,0
C01471,50,51.97,1,month-to-month,27,-1,0
C01472,32,69.43,0,two-year,22,-1,0
C01473,15,72.9,1,one-year,32,-1,0
C01474,70,71.46,2,one-year,31,-1,0
C01475,22,58.68,0,two-year,45,-1,0
C01476,35,42.97,3,month-to-month,64,-1,0
C01477,28,78.32,2,month-to-month,72,-1,0
C01478,17,65.25,3,month-to-month,52,-1,0
C01479,30,82.77,1,two-year,65,12,1
C01480,11,80.8,1,two-year,58,21,1
C01481,1,,0,month-to-month,37,4,1
C01482,21,36.32,2,one-year,55,23,1
C01483,8,49.89,1,month-to-month,36,-1,0
C01484,30,43.87,0,month-to-month,37,-1,0
C01485,62,,2,one-year,79,-1,0
C01486,12,,1,month-to-month,74,22,1
C01487,1,86.98,1,month-to-month,58,0,1
C01488,8,72.93,1,one-year,54,21,1
C01489,37,69.17,2,month-to-month,60,-1,0
C01490,20,88.99,4,month-to-month,64,15,1
C01491,35,74.39,3,month-to-month,21,0,1
C01492,3,66.36,0,month-to-month,40,-1,0
C01493,24,94.61,2,one-year,24,27,1
C01494,30,67.3,1,two-year,50,-1,0
C01495,31,58.91,0,month-to-month,36,-1,0
C01496,40,48.24,0,two-year,38,-1,0
C01497,56,79.06,0,one-year,70,-1,0
C01498,34,89.74,5,two-year,30,11,1
C01499,60,,3,one-year,74,-1,0
C01500,38,91.16,1,month-to-month,44,-1,0
C01501,19,25.6,0,one-year,29,-1,0
C01502,17,63.89,2,month-to-month,26,20,1
C01503,23,64.2,0,month-to-month,62,0,1
C01504,43,50.46,1,month-to-month,73,-1,0
C01505,18,112.68,0,month-to-month,72,22,1
C01506,65,63.68,3,month-to-month,28,20,1
C01507,35,56.85,1,two-year,72,-1,0
C01508,62,65.52,2,month-to-month,31,7,1
C01509,49,24.94,1,month-to-month,46,-1,0
C01510,24,49.8,0,two-year,18,19,1
C01511,17,84.66,1,month-to-month,34,25,1
C01512,53,52.42,1,month-to-month,37,20,1
C01513,24,48.42,4,two-year,77,-1,0
C01514,18,91.19,0,two-year,35,-1,0
C01515,67,91.81,1,one-year,35,12,1
C01516,35,75.34,0,month-to-month,34,23,1
C01517,4,55.9,0,month-to-month,33,18,1
C01518,36,60.21,1,two-year,51,-1,0
C01519,33,48.92,1,two-year,30,-1,0
C01520,62,45.1,1,month-to-month,36,-1,0
C01521,51,44.11,3,two-year,51,-1,0
C01522,14,52.64,3,one-year,64,-1,0
C01523,11,44.31,0,month-to-month,24,-1,0
C01524,43,33.73,0,month-to-month,39,26,1
C01525,4,69.39,0,month-to-month,53,-1,0
C01526,23,69.69,0,two-year,74,-1,0
C01527,10,99.02,0,month-to-month,76,7,1
C01528,2,51.63,5,one-year,72,-1,0
C01529,66,70.92,1,month-to-month,49,-1,0
C01530,7,71.25,3,one-year,24,20,1
C01531,1,59.92,1,month-to-month,77,-1,0
C01532,67,79.89,0,two-year,56,-1,0
C01533,14,80.5,0,month-to-month,74,21,1
C01534,58,71.55,0,one-year,75,-1,0
C01535,3,59.89,2,one-year,67,-1,0
C01536,11,57.85,2,month-to-month,44,-1,0
C01537,8,37.64,2,two-year,55,-1,0
C01538,51,48.88,2,month-to-month,60,-1,0
C01539,45,52.56,1,two-year,72,-1,0
C01540,34,42.52,2,month-to-month,32,7,1
C01541,18,,2,one-year,52,-1,0
C01542,7,88.93,1,two-year,54,-1,0
C01543,41,46.84,2,two-year,30,-1,0
C01544,17,70.67,2,month-to-month,42,19,1
C01545,42,44.32,1,month-to-month,75,9,1
C01546,49,58.9,2,two-year,18,-1,0
C01547,61,51.19,3,month-to-month,49,-1,0
C01548,36,77.04,0,two-year,55,11,1
C01549,1,51.42,0,month-to-month,74,7,1
C01550,20,85.23,1,month-to-month,35,23,1
C01551,61,60.09,1,one-year,42,-1,0
C01552,38,52.01,0,month-to-month,22,5,1
C01553,44,39.93,3,month-to-month,38,-1,0
C01554,33,70.06,2,month-to-month,79,13,1
C01555,12,82.9,2,two-year,65,-1,0
C01556,64,70.47,1,one-year,44,2,1
C01557,55,109.78,0,two-year,57,2,1
C01558,71,93.6,2,month-to-month,77,8,1
C01559,61,58.85,2,month-to-month,45,-1,0
C01560,21,58.64,4,month-to-month,36,17,1
C01561,19,74.39,1,month-to-month,72,-1,0
C01562,18,,0,month-to-month,70,-1,0
C01563,66,88.33,1,month-to-month,50,-1,0
C01564,40,72.23,2,month-to-month,18,-1,0
C01565,33,70.13,4,one-year,18,-1,0
C01566,69,78.74,0,month-to-month,25,-1,0
C01567,43,99.46,1,month-to-month,60,-1,0
C01568,65,68.42,2,month-to-month,28,-1,0
C01569,70,62.74,2,month-to-month,21,-1,0
C01570,6,95.17,3,one-year,60,-1,0
C01571,26,84.35,0,two-year,47,-1,0
C01572,53,58.58,0,two-year,50,-1,0
C01573,58,65.1,1,month-to-month,29,-1,0
C01574,11,68.91,3,month-to-month,31,-1,0
C01575,23,72.24,1,two-year,33,-1,0
C01576,39,37.87,1,two-year,57,-1,0
C01577,57,34.15,1,month-to-month,78,-1,0
C01578,9,47.25,2,month-to-month,74,-1,0
C01579,43,45.71,0,one-year,25,14,1
C01580,22,52.12,2,two-year,60,-1,0
C01581,16,77.69,0,month-to-month,64,21,1
C01582,37,61.62,0,month-to-month,20,-1,0
C01583,30,68.93,1,two-year,57,23,1
C01584,46,40.51,2,one-year,45,-1,0
C01585,23,55.77,1,month-to-month,30,10,1
C01586,59,76.75,1,month-to-month,66,7,1
C01587,6,76.9,2,one-year,75,20,1
C01588,62,50.51,2,one-year,55,-1,0
C01589,3,68.23,0,one-year,30,14,1
C01590,53,108.98,2,month-to-month,44,-1,0
C01591,25,64.65,2,month-to-month,49,-1,0
C01592,28,,0,one-year,73,11,1
C01593,2,61.52,2,month-to-month,67,-1,0
C01594,50,66.84,4,month-to-month,59,-1,0
C01595,12,61.98,2,month-to-month,65,-1,0
C01596,47,64.37,0,month-to-month,61,-1,0
C01597,52,36.13,1,one-year,37,-1,0
C01598,61,45.75,2,month-to-month,26,-1,0
C01599,51,62.01,2,one-year,70,-1,0
C01600,22,61.69,0,one-year,52,-1,0
C01601,53,53.68,1,month-to-month,77,7,1
C01602,59,61.46,1,two-year,60,-1,0
C01603,23,66.22,3,month-to-month,47,13,1
C01604,9,82.79,2,two-year,58,8,1
C01605,64,63.02,3,month-to-month,58,13,1
C01606,11,72.98,2,two-year,78,5,1
C01607,43,,1,month-to-month,40,20,1
C01608,17,76.44,0,one-year,41,4,1
C01609,9,72.51,2,month-to-month,39,17,1
C01610,56,82.32,1,month-to-month,24,-1,0
C01611,11,79.27,5,month-to-month,47,-1,0
C01612,48,76.77,1,month-to-month,45,-1,0
C01613,50,,1,month-to-month,30,18,1
C01614,5,69.9,1,month-to-month,68,-1,0
C01615,13,86.27,1,one-year,60,-1,0
C01616,57,51.96,4,month-to-month,32,-1,0
C01617,37,52.43,2,month-to-month,28,-1,0
C01618,9,68.63,1,two-year,56,11,1
C01619,71,73.31,1,one-year,18,-1,0
C01620,19,48.52,0,month-to-month,27,16,1
C01621,1,63.5,2,month-to-month,45,23,1
C01622,66,63.12,0,month-to-month,79,-1,0
C01623,2,20.69,0,one-year,22,-1,0
C01624,40,60.61,3,two-year,50,-1,0
C01625,71,61.85,3,one-year,52,-1,0
C01626,42,61.79,2,two-year,33,-1,0
C01627,42,93.32,0,one-year,50,-1,0
C01628,28,,0,two-year,57,29,1
C01629,10,48.51,2,one-year,26,-1,0
C01630,41,15.0,0,one-year,77,-1,0
C01631,64,55.38,3,one-year,33,-1,0
C01632,7,57.09,4,one-year,40,-1,0
C01633,63,54.8,2,month-to-month,19,-1,0
C01634,30,87.15,2,month-to-month,54,-1,0
C01635,39,82.21,2,month-to-month,54,-1,0
C01636,12,66.56,2,month-to-month,25,16,1
C01637,45,57.59,0,two-year,36,-1,0
C01638,13,85.52,3,one-year,65,19,1
C01639,20,64.6,2,month-to-month,62,1,1
C01640,52,48.63,2,month-to-month,37,3,1
C01641,4,30.68,0,month-to-month,57,-1,0
C01642,32,56.17,0,two-year,64,-1,0
C01643,43,80.09,1,two-year,41,11,1
C01644,10,110.53,2,month-to-month,28,5,1
C01645,21,66.23,0,month-to-month,19,6,1
C01646,25,49.69,1,two-year,77,9,1
C01647,48,41.3,1,one-year,37,-1,0
C01648,70,76.04,1,two-year,67,-1,0
C01649,60,29.71,0,month-to-month,38,-1,0
C01650,14,76.01,1,month-to-month,62,13,1
C01651,2,81.35,1,one-year,38,-1,0
C01652,4,73.73,2,month-to-month,55,2,1
C01653,43,60.61,1,two-year,77,-1,0
C01654,12,76.3,1,one-year,64,-1,0
C01655,17,68.42,1,month-to-month,28,-1,0
C01656,61,49.44,3,month-to-month,50,-1,0
C01657,63,102.01,3,one-year,34,-1,0
C01658,60,57.97,0,two-year,31,-1,0
C01659,19,80.52,1,month-to-month,69,4,1
C01660,44,16.63,2,one-year,78,-1,0
C01661,44,90.53,3,month-to-month,75,-1,0
C01662,14,94.38,0,two-year,70,-1,0
C01663,40,65.6,5,one-year,47,-1,0
C01664,38,76.18,2,month-to-month,50,-1,0
C01665,29,76.17,0,one-year,51,26,1
C01666,54,52.14,2,one-year,63,-1,0
C01667,49,75.94,3,one-year,21,-1,0
C01668,38,48.83,1,month-to-month,69,8,1
C01669,52,52.82,1,one-year,68,-1,0
C01670,55,87.54,0,two-year,79,-1,0
C01671,41,84.49,0,month-to-month,54,-1,0
C01672,20,50.87,2,month-to-month,46,10,1
C01673,54,50.33,4,two-year,47,-1,0
C01674,51,52.09,4,one-year,56,-1,0
C01675,70,79.65,2,month-to-month,36,-1,0
C01676,11,45.0,0,two-year,66,-1,0
C01677,30,72.13,0,month-to-month,45,-1,0
C01678,66,79.94,0,two-year,35,3,1
C01679,37,63.24,1,month-to-month,63,23,1
C01680,67,85.2,1,month-to-month,38,-1,0
C01681,1,58.91,1,two-year,23,-1,0
C01682,3,60.72,2,one-year,50,-1,0
C01683,57,45.46,5,month-to-month,49,25,1
C01684,26,85.34,2,two-year,36,7,1
C01685,37,49.67,0,two-year,20,15,1
C01686,31,72.0,0,two-year,47,-1,0
C01687,29,63.57,2,month-to-month,65,-1,0
C01688,67,43.94,1,month-to-month,67,-1,0
C01689,7,52.82,1,one-year,31,21,1
C01690,55,92.66,0,two-year,44,27,1
C01691,64,69.03,3,month-to-month,74,13,1
C01692,47,44.82,2,month-to-month,39,29,1
C01693,29,71.11,1,month-to-month,47,23,1
C01694,12,62.08,1,month-to-month,60,-1,0
C01695,49,134.08,1,one-year,46,-1,0
C01696,34,70.7,2,month-to-month,70,5,1
C01697,11,57.39,0,one-year,40,-1,0
C01698,26,93.4,1,one-year,48,24,1
C01699,69,,2,month-to-month,50,-1,0
C01700,19,66.89,1,two-year,64,-1,0
C01701,13,104.89,1,month-to-month,38,-1,0
C01702,49,62.68,3,month-to-month,35,-1,0
C01703,15,30.33,4,month-to-month,40,25,1
C01704,66,57.08,5,month-to-month,32,28,1
C01705,61,94.09,4,month-to-month,30,-1,0
C01706,70,72.52,1,two-year,68,-1,0
C01707,65,48.22,4,month-to-month,39,-1,0
C01708,18,51.3,0,month-to-month,34,-1,0
C01709,16,53.81,5,two-year,68,0,1
C01710,25,72.22,2,two-year,66,22,1
C01711,34,91.76,1,month-to-month,33,5,1
C01712,63,86.05,0,month-to-month,36,-1,0
C01713,53,74.12,1,month-to-month,68,-1,0
C01714,46,38.37,2,month-to-month,35,10,1
C01715,63,38.44,2,month-to-month,71,26,1
C01716,46,75.67,4,one-year,56,-1,0
C01717,27,38.09,1,month-to-month,59,-1,0
C01718,30,60.49,1,month-to-month,51,-1,0
C01719,37,71.08,1,one-year,19,24,1
C01720,7,42.25,1,month-to-month,69,-1,0
C01721,53,44.51,1,month-to-month,52,-1,0
C01722,47,63.12,1,two-year,28,10,1
C01723,52,75.07,1,month-to-month,69,-1,0
C01724,38,86.23,2,month-to-month,36,18,1
C01725,56,77.14,1,month-to-month,40,29,1
C01726,68,66.47,1,one-year,57,-1,0
C01727,41,50.08,2,one-year,35,-1,0
C01728,32,43.58,1,month-to-month,18,-1,0
C01729,8,54.78,0,month-to-month,37,12,1
C01730,56,73.2,1,month-to-month,60,-1,0
C01731,65,71.73,0,month-to-month,44,-1,0
C01732,50,23.0,3,two-year,62,-1,0
C01733,62,49.29,2,two-year,22,-1,0
C01734,62,89.09,1,month-to-month,33,26,1
C01735,57,66.58,2,month-to-month,32,-1,0
C01736,36,36.66,1,one-year,21,29,1
C01737,8,112.12,0,month-to-month,58,-1,0
C01738,1,64.42,1,month-to-month,31,-1,0
C01739,15,72.69,1,two-year,47,13,1
C01740,31,72.99,4,month-to-month,79,-1,0
C01741,53,57.65,1,month-to-month,33,-1,0
C01742,33,50.45,1,month-to-month,30,-1,0
C01743,2,107.43,3,one-year,75,11,1
C01744,15,85.06,1,one-year,40,2,1
C01745,70,81.44,1,month-to-month,36,-1,0
C01746,71,76.53,3,one-year,62,-1,0
C01747,27,44.93,1,month-to-month,26,26,1
C01748,58,90.55,0,two-year,41,19,1
C01749,52,48.14,2,month-to-month,30,15,1
C01750,67,70.67,2,month-to-month,73,-1,0
C01751,64,32.21,2,one-year,36,-1,0
C01752,45,24.18,0,month-to-month,53,-1,0
C01753,29,71.37,2,one-year,50,14,1
C01754,45,48.82,0,month-to-month,48,-1,0
C01755,23,25.22,2,month-to-month,22,1,1
C01756,25,75.81,2,month-to-month,34,-1,0
C01757,44,107.4,0,month-to-month,71,20,1
C01758,41,92.79,0,month-to-month,51,-1,0
C01759,42,59.85,3,month-to-month,72,-1,0
C01760,28,65.18,2,month-to-month,52,11,1
C01761,30,82.75,0,two-year,37,-1,0
C01762,1,87.44,3,one-year,39,4,1
C01763,43,58.13,1,month-to-month,66,-1,0
C01764,41,65.68,1,month-to-month,32,-1,0
C01765,67,71.01,2,month-to-month,55,-1,0
C01766,36,76.08,1,month-to-month,76,22,1
C01767,34,62.34,4,month-to-month,70,-1,0
C01768,5,62.6,3,month-to-month,42,-1,0
C01769,14,92.6,4,two-year,35,-1,0
C01770,25,89.19,0,one-year,56,16,1
C01771,27,74.55,2,month-to-month,55,19,1
C01772,26,99.38,1,month-to-month,62,9,1
C01773,28,57.27,1,month-to-month,22,-1,0
C01774,55,97.46,1,month-to-month,51,27,1
C01775,10,75.85,2,month-to-month,18,23,1
C01776,24,130.42,1,month-to-month,79,18,1
C01777,12,41.15,3,month-to-month,72,28,1
C01778,22,51.21,0,month-to-month,63,-1,0
C01779,49,73.38,1,one-year,36,-1,0
C01780,4,72.94,1,month-to-month,64,-1,0
C01781,25,104.0,1,two-year,45,8,1
C01782,2,51.63,1,month-to-month,58,23,1
C01783,68,83.1,2,month-to-month,32,-1,0
C01784,52,88.25,1,month-to-month,47,-1,0
C01785,18,79.09,1,month-to-month,72,-1,0
C01786,15,45.78,4,month-to-month,29,-1,0
C01787,8,93.16,0,month-to-month,41,-1,0
C01788,34,89.59,2,month-to-month,36,0,1
C01789,54,76.99,3,month-to-month,29,-1,0
C01790,42,69.09,4,month-to-month,42,-1,0
C01791,63,69.52,2,one-year,55,-1,0
C01792,25,63.43,1,one-year,21,7,1
C01793,20,77.82,2,one-year,30,-1,0
C01794,34,65.62,1,two-year,68,-1,0
C01795,15,48.03,4,month-to-month,34,-1,0
C01796,70,44.03,2,two-year,38,-1,0
C01797,14,49.96,1,month-to-month,59,-1,0
C01798,34,69.44,1,month-to-month,64,-1,0
C01799,38,64.46,1,one-year,77,-1,0
C01800,5,69.31,0,month-to-month,27,28,1
C01801,34,75.02,2,month-to-month,64,-1,0
C01802,33,52.45,3,month-to-month,62,11,1
C01803,19,94.31,2,month-to-month,25,19,1
C01804,10,,2,month-to-month,72,-1,0
C01805,4,56.33,1,one-year,37,-1,0
C01806,1,74.65,4,month-to-month,44,-1,0
C01807,35,28.27,0,month-to-month,67,-1,0
C01808,7,49.19,0,month-to-month,50,18,1
C01809,69,84.62,0,two-year,35,5,1
C01810,18,30.25,0,two-year,37,-1,0
C01811,47,87.35,1,one-year,63,-1,0
C01812,48,95.22,0,month-to-month,29,-1,0
C01813,36,57.61,1,month-to-month,47,12,1
C01814,63,70.84,0,month-to-month,64,-1,0
C01815,8,87.38,0,one-year,72,3,1
C01816,17,55.66,1,month-to-month,69,19,1
C01817,18,82.36,5,one-year,40,-1,0
C01818,10,51.58,2,month-to-month,30,-1,0
C01819,21,55.45,1,two-year,75,-1,0
C01820,23,49.01,1,month-to-month,55,-1,0
C01821,55,71.85,3,month-to-month,43,2,1
C01822,22,88.16,1,month-to-month,73,-1,0
C01823,63,61.32,4,one-year,63,-1,0
C01824,55,39.58,1,two-year,47,-1,0
C01825,65,43.35,0,month-to-month,30,-1,0
C01826,8,72.89,0,two-year,23,-1,0
C01827,70,101.88,3,month-to-month,50,18,1
C01828,44,72.87,1,month-to-month,25,-1,0
C01829,70,57.26,0,month-to-month,37,-1,0
C01830,26,80.32,3,month-to-month,60,14,1
C01831,68,60.21,3,two-year,18,13,1
